"","g_yr","g_id","g_st","g_cy","t_p","t_p_wh","t_p_bl","t_p_na","t_p_as","t_p_nh","t_p_or","t_p_mr","I","t_h","t_h_wh","t_h_bl","t_h_na","t_h_as","t_h_nh","t_h_or","t_h_mr","t_h_hi","t_h_n_hi","t_h_wa","t_h_nw","t_h_nf","t_u","t_u_oc","t_u_vc","t_u_oc_ro","t_u_oc_oo"
"36","1970",34005701203,34,5,2330,2260,38,NA,NA,NA,5,NA,10649.5502248876,745.9999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.9999,745.9999,13.00001,275,470.9999
"37","1970",34005701204,34,5,2016.716,1323.653,634.6114,NA,NA,NA,2.783383,NA,9698.19734345352,661.2082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.6906,661.2082,49.48236,265.3492,395.8589
"38","1970",34005701205,34,5,4504.284,2956.347,1417.389,NA,NA,NA,6.216617,NA,9698.19734345347,1476.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587.31,1476.792,110.5176,592.6508,884.1411
"39","1970",34005701301,34,5,3952.011,3329.849,585,NA,NA,NA,8,NA,10673.5374673564,1265.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317.292,1265.247,52.04521,386.3243,878.9222
"40","1970",34005701302,34,5,2629.235,2568.415,0,NA,NA,NA,0,NA,11394.0714285714,842.5118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.4617,842.5117,16.94998,121.6407,720.871
"41","1970",34005701303,34,5,1931.819,1778.8,153.0007,NA,NA,NA,0,NA,10033.1554332999,602.2593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.2647,602.2593,23.00535,100.0391,502.2202
"42","1970",34005701401,34,5,2449.224,2366.114,26.34373,NA,NA,NA,0.001218134,NA,11916.0334780485,664.4147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.8781,664.4147,17.46334,159.7711,504.6436
"43","1970",34005701402,34,5,243.9074,235.6467,2.608636,NA,NA,NA,0,NA,11915.8192090395,66.17239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.91148,66.17239,1.739094,15.91268,50.25971
"44","1970",34005701502,34,5,3226.124,3120.759,83.85571,NA,NA,NA,0.02213723,NA,11716.1630290086,1114.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126.794,1114.692,12.10177,512.5977,602.0942
"45","1970",34005701700,34,5,4490,3773,638,NA,NA,NA,21,NA,11115.2208835341,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,1526,59,666,860
"46","1970",34005702101,34,5,839.3223,679.3708,132.1188,NA,NA,NA,11.20604,NA,8613.34542174841,90.81962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.036,90.81962,3.216382,81.74147,9.078152
"47","1970",34005702203,34,5,2309.251,1731.441,543.9968,NA,NA,NA,26.85176,NA,9897.10743801652,678.2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.003,678.2556,45.74745,215.8086,462.447
"48","1970",34005702204,34,5,2694.075,2157.038,495.5404,NA,NA,NA,21.5077,NA,8902.93296938967,646.9118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.2305,646.9118,64.31867,351.8566,295.0552
"49","1970",34005702206,34,5,3815.335,3360.381,332.6978,NA,NA,NA,73.48746,NA,9462.16768916156,1122.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.442,1122.354,360.0885,379.4625,742.8914
"50","1970",34005702207,34,5,1259.771,1079.326,127.4844,NA,NA,NA,28.88808,NA,9741.69371702602,357.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.709,357.333,26.37606,96.71227,260.6207
"51","1970",34005702208,34,5,4751.309,4070.734,480.8316,NA,NA,NA,108.9517,NA,9741.69534894859,1347.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447.188,1347.706,99.48204,364.7596,982.9464
"52","1970",34005702209,34,5,754.1188,661.0471,68.84867,NA,NA,NA,14.28196,NA,9443.25046361172,213.7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.9763,213.7653,67.21102,74.88906,138.8762
"53","1970",34005702210,34,5,1256.222,1101.182,114.6891,NA,NA,NA,23.7911,NA,9443.25046361174,356.0933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.0544,356.0933,111.9611,124.7513,231.342
"54","1970",34005702300,34,5,1287.995,1253.597,7.162591,NA,NA,NA,12.12758,NA,10076.9487072505,484.2906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.7271,484.2906,55.43645,247.2695,237.0211
"55","1970",34005702400,34,5,2329.782,2280.674,15.26631,NA,NA,NA,6.003287,NA,11162.7494231328,672.1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703.4362,672.1067,31.32945,169.2274,502.8793
"56","1970",34005702500,34,5,2606.111,2503.057,77.41578,NA,NA,NA,8.12281,NA,11232.9866900489,828.2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.6501,828.2095,38.44057,340.0534,488.1562
"57","1970",34005702601,34,5,5664.892,4940.657,563.2282,NA,NA,NA,67.56997,NA,13163.959580386,1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.35,1604,23.3506,423.4822,1180.517
"58","1970",34005702603,34,5,2993.287,2762.517,90.38515,NA,NA,NA,17.3078,NA,9031.80076628353,1028.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.16,1028.852,67.30806,480.7721,548.0802
"59","1970",34005702700,34,5,2680.919,1836.313,750.6478,NA,NA,NA,72.96611,NA,13162.1399116612,677.7333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.7258,677.7333,20.99256,120.9562,556.777
"60","1970",34005702801,34,5,2864.154,2571.442,240.7394,NA,NA,NA,22.97155,NA,14314.6666960676,760.5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772.5818,760.5776,12.00423,0.1709539,0.3506977
"61","1970",34005702802,34,5,4931,4178,631,NA,NA,NA,67,NA,13532.4778761062,1123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,1123,11,53,1070
"62","1970",34005702803,34,5,5491.111,4983.076,422.0312,NA,NA,NA,35.00303,NA,13218.6423451657,1353.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.029,1353.028,19.00097,46.00502,1307.023
"63","1970",34005702804,34,5,4202,3902,191,NA,NA,NA,17,NA,12984.9548645938,1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,1009,5,39,970
"64","1970",34005702805,34,5,5693,4578,831,NA,NA,NA,61,NA,14049.5592948718,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,1255,11,97,1158
"65","1970",34005702806,34,5,5920.096,4903.715,805.3401,NA,NA,NA,38.82357,NA,13381.6874027994,1294.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309.051,1294.119,14.93215,104.525,1189.594
"66","1970",34005702807,34,5,3249.904,2891.823,334.0411,NA,NA,NA,17,NA,13379.1859213435,731.5823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.6038,731.5823,11.0214,80.19159,651.3907
"67","1970",34005702808,34,5,5256,4301,864,NA,NA,NA,75,NA,13908.7131367292,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156,1143,13,103,1040
"68","1970",34005702809,34,5,1924,1832,24,NA,NA,NA,62,NA,13666.8769716088,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,697,23,35,662
"69","1970",34005702810,34,5,2035,1905,110,NA,NA,NA,0,NA,18977.2828507795,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,440,9,0,0
"70","1970",34005702811,34,5,1708.177,1463.121,179.0494,NA,NA,NA,18.0048,NA,18311.8657034231,419.0446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.046,419.0446,38.00139,0.007963948,0.03666049
"71","1970",34005702905,34,5,1744.158,1688.585,7.939096,NA,NA,NA,4.885598,NA,17136.6274509804,404.8939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.5581,404.8939,3.66422,14.65679,390.2371
"72","1970",34005702906,34,5,3967.687,3841.266,18.0602,NA,NA,NA,11.11397,NA,17136.6274509803,921.0702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929.4057,921.0702,8.335485,33.34191,887.7283
"73","1970",34005702907,34,5,328.1154,299.9101,21.16873,NA,NA,NA,0.9460886,NA,13192.6111908178,91.35668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.55495,91.35668,4.198265,10.34784,81.00883
"74","1970",34005702908,34,5,721.1165,659.1282,46.52364,NA,NA,NA,2.079269,NA,13192.6111908178,200.7794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.0062,200.7794,9.226758,22.742,178.0374
"75","1970",34005702909,34,5,702.5801,642.1853,45.32775,NA,NA,NA,2.025821,NA,13192.6111908178,195.6184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.6079,195.6184,8.989584,22.15742,173.4609
"76","1970",34005702910,34,5,2055.674,1878.965,132.6241,NA,NA,NA,5.927335,NA,13192.6111908178,572.3583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.6608,572.3583,26.30256,64.83022,507.528
"77","1970",34005702913,34,5,548.1146,500.9979,35.36223,NA,NA,NA,1.580435,NA,13192.6111908178,152.6107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.6239,152.6107,7.013179,17.28601,135.3248
"78","1970",34005702914,34,5,545.3727,498.4916,35.18533,NA,NA,NA,1.572529,NA,13192.6111908178,151.8473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.8254,151.8473,6.978088,17.19953,134.6478
"79","1970",34005702915,34,5,357.5943,326.855,23.0706,NA,NA,NA,1.031088,NA,13192.6111908178,99.56447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.1399,99.56447,4.575454,11.27753,88.28694
"80","1970",34005702917,34,5,157.7693,144.2073,10.17867,NA,NA,NA,0.4549125,NA,13192.6111908178,43.92749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.94617,43.92749,2.018675,4.975606,38.95189
"81","1970",34005702918,34,5,133.5601,122.1057,8.580651,NA,NA,NA,0.3967945,NA,13177.8266779499,37.21641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.92221,37.21641,1.705802,4.293279,32.92313
"82","1970",34005703000,34,5,3013.231,2938.21,15.01095,NA,NA,NA,0.007136885,NA,11184.8193676703,920.0727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960.074,920.0727,40.00128,139.0441,781.0286
"83","1970",34005703102,34,5,2004.534,1890.715,49.79578,NA,NA,NA,31.50345,NA,11201.7592592593,622.9554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.7559,622.9554,18.80046,241.8652,381.0902
"84","1970",34005703103,34,5,862.7626,813.7744,21.43238,NA,NA,NA,13.55926,NA,11201.7592592593,268.1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276.2153,268.1234,8.091823,104.1001,164.0233
"85","1970",34005703104,34,5,1092.362,1031.047,26.81997,NA,NA,NA,16.89651,NA,11192.2168766797,339.6878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.2757,339.6878,10.5879,131.3759,208.312
"86","1970",34005703201,34,5,3034.747,2897.182,36.72617,NA,NA,NA,26.8336,NA,10440.0678248254,877.7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928.3661,877.7482,50.61792,165.7418,712.0064
"87","1970",34005703202,34,5,1607.547,1536.227,17.75705,NA,NA,NA,14.20139,NA,10443.7152601992,464.9814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.7586,464.9814,26.77721,87.48336,377.498
"88","1970",34005703203,34,5,354.772,339.0345,3.916592,NA,NA,NA,3.133274,NA,10443.4030571199,102.6147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.5252,102.6147,5.910494,19.29812,83.3166
"89","1970",34005703600,34,5,2040.89,1843.15,134.7898,NA,NA,NA,0.0149666,NA,10428.9676662638,557.7573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585.7515,557.7573,27.99422,80.9705,476.7868
"90","1970",34005703700,34,5,1152.809,1112.614,24.13015,NA,NA,NA,0.002548604,NA,9718.10202934465,381.4599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.4736,381.4599,34.01377,55.06683,326.393
"91","1970",34005703801,34,5,3137.476,3044.059,13.80782,NA,NA,NA,23.59706,NA,13841.4539392289,901.5197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.4952,901.5197,40.97554,128.1059,773.4138
"92","1970",34005703802,34,5,1349.941,1309.24,6.023613,NA,NA,NA,10.41922,NA,13789.0204271124,388.7672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.3497,388.7673,17.58244,56.00332,332.7639
"93","1970",34005703803,34,5,655.9606,636.1837,2.926983,NA,NA,NA,5.06289,NA,13789.0204271124,188.9091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.4527,188.9091,8.543628,27.21303,161.696
"94","1970",34005703804,34,5,3209.811,3113.036,14.32305,NA,NA,NA,24.77402,NA,13788.9994042829,924.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.192,924.386,41.806,133.1605,791.2255
"95","1970",34005703900,34,5,4726.954,4659.657,4.97931,NA,NA,NA,0.106457,NA,16012.0509865428,1240.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.336,1240.292,68.04442,73.35476,1166.937
"96","1970",34005704004,34,5,1180.687,1161.073,2.566311,NA,NA,NA,2.566311,NA,12842.8571428572,367.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.4475,367.8991,11.54841,169.5599,198.3392
"97","1970",34005704005,34,5,987.5787,971.1727,2.146577,NA,NA,NA,2.146577,NA,12842.8571428571,307.7271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.3867,307.7271,9.659598,141.8274,165.8997
"98","1970",34005704006,34,5,314.7323,304.0414,3.444342,NA,NA,NA,1.476146,NA,12728.3523752255,79.62245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.54591,79.62244,1.92346,8.677952,70.9445
"99","1970",34005704007,34,5,327.0719,315.9619,3.579382,NA,NA,NA,1.534021,NA,12728.3523752255,82.74417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.74304,82.74416,1.998876,9.018185,73.72598
"100","1970",34005704008,34,5,1188.746,1148.366,13.0093,NA,NA,NA,5.575414,NA,12728.3523752255,300.7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.9994,300.7345,7.26492,32.77668,267.9578
"101","1970",34005704009,34,5,1055.999,1020.129,11.55589,NA,NA,NA,4.953123,NA,12728.4660936359,267.1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.6096,267.1552,6.454365,29.11796,238.0373
"102","1970",34005704011,34,5,2969.634,2868.773,32.47695,NA,NA,NA,13.93829,NA,12729.6772744669,751.3898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.5619,751.3898,18.17204,81.92714,669.4627
"103","1970",34005704012,34,5,1183.225,1143.033,12.94888,NA,NA,NA,5.549522,NA,12728.3523752255,299.3379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.5691,299.3379,7.231194,32.62446,266.7134
"104","1970",34005704013,34,5,1172.406,1152.929,2.548313,NA,NA,NA,2.548313,NA,12842.8571428572,365.3188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.7862,365.3188,11.4674,168.3707,196.9482
"105","1970",34005704014,34,5,3100.427,3048.92,6.739236,NA,NA,NA,6.739554,NA,12842.8867651995,966.0832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996.4091,966.0832,30.32589,445.2462,520.837
"106","1970",34005704200,34,5,4640.04,4244.821,287.0165,NA,NA,NA,0,NA,13814.3875825939,1310.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328.462,1310.784,17.6777,354.2005,956.584
"107","1970",34005704302,34,5,3006.497,2290.903,607.1855,NA,NA,NA,4.780822,NA,12939.6191608562,573.6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.3112,573.6356,21.67554,127.4199,446.2157
"108","1970",34005704500,34,5,3363.712,2988.081,239.139,NA,NA,NA,53.69607,NA,8751.83695291443,1010.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.368,1010.531,23.83687,289.4397,721.0911
"109","1970",34005704600,34,5,3687.293,2370.275,1219.148,NA,NA,NA,27.03582,NA,9906.70440302733,1127.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1218.292,1127.879,90.41296,524.1686,603.71
"110","1970",34005704700,34,5,3725,3307,158,NA,NA,NA,0,NA,9174.24244097001,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,831,104,196,635
"111","1970",34005704801,34,5,10726.83,8710.813,1657.502,NA,NA,NA,160.1863,NA,8826.14619970005,1338.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390.057,1338.05,52.00722,1160.979,177.0716
"112","1970",34005704802,34,5,21728.97,17536.57,3476.606,NA,NA,NA,288.9457,NA,8608.6964639589,2230.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2312.198,2230.707,81.49113,2127.604,103.103
"113","1970",34005981802,34,5,144.7914,110.2956,29.276,NA,NA,NA,0.2269457,NA,12951.3333333334,27.5966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.64055,27.5966,1.04395,6.127535,21.46907
"114","1970",34005982111,34,5,6231.257,5030.395,995.4648,NA,NA,NA,82.87125,NA,8608.84831213716,642.8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.2902,642.8824,23.40776,609.6682,33.21423
"115","1970",34007600200,34,7,3584.159,1746.603,1656.924,NA,NA,NA,3.11741,NA,8891.30663488324,1232.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.302,1232.609,115.6927,417.1556,815.4534
"116","1970",34007600400,34,7,7274,1978,5027,NA,NA,NA,8,NA,7150.19696117054,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626,2405,221,1103,1302
"117","1970",34007600700,34,7,3162,1635,1354,NA,NA,NA,15,NA,7326.8115942029,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917,791,126,400,391
"118","1970",34007600800,34,7,8507.187,3983.422,4059.262,NA,NA,NA,111,NA,6645.38767453301,2310.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578.15,2310.25,267.9,1073.903,1236.347
"119","1970",34007600900,34,7,4228.672,3494.35,564.7671,NA,NA,NA,18.04448,NA,7245.35311921858,1282.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331.471,1282.54,48.93184,499.7633,782.7762
