Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T001_001,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T019_001,SE_T019_002,SE_T019_003,SE_T019_004,SE_T019_005,SE_T019_006,SE_T020_001,SE_T020_002,SE_T020_003,SE_T022_001,SE_T022_002,SE_T022_003,SE_T022_004,SE_T022_005,SE_T022_006,SE_T022_007,SE_T022_008,SE_T022_009,SE_T022_010,SE_T022_011,SE_T022_012,SE_T053_001,SE_T053_002,SE_T053_003,SE_T053_004,SE_T053_005,SE_T053_006,SE_T053_007,SE_T053_008,SE_T053_009,SE_T053_010,SE_T053_011,SE_T053_012,SE_T053_013,SE_T053_014,SE_T053_015,SE_T053_016,SE_T053_017,SE_T053_018,SE_T065_001,SE_T066_001,SE_T066_002,SE_T066_003,SE_T067_001,SE_T067_002,SE_T067_003,SE_T015_001
34005700102,Census Tract 7001.02,"Census Tract 7001.02, Burlington County, New Jersey",0,34,5,700102,3007.99997878692,3007.99997878692,2963.99997909721,24.999999823694502,0.999999992947778,12.999999908321099,4.9999999647388895,1088.99999232013,1067.9999924682302,15.9999998871644,0.0,2.9999999788433303,1.9999999858955602,1088.99999232013,2.9999999788433303,1085.99999234129,1072.99999243297,686.999995155123,290.999997947803,395.99999720732,105.999999252465,21.999999844851104,0.0,21.999999844851104,83.99999940761342,33.9999997602245,49.9999996473889,279.999998025378,1072.99999243297,16.9999998801122,68.9999995133967,90.99999935824779,25.999999816642198,44.99999968265001,74.9999994710834,76.9999994569789,89.99999936530001,99.9999992947778,101.99999928067301,69.9999995063445,66.9999995275011,71.99999949224,80.99999942877,71.99999949224,18.9999998660078,0.0,1125.9999920592,1088.99999232013,879.999993794044,208.99999852608602,1125.9999920592,1088.99999232013,36.999999739067796,9.999999929500001
34005700103,Census Tract 7001.03,"Census Tract 7001.03, Burlington County, New Jersey",0,34,5,700103,2077.87142546919,2077.87142546919,2022.2255815975,38.4805531678956,3.03541942816322,9.029516274697189,5.100355000929519,884.3565963118859,859.928013984225,17.357743458325,0.023612926089990004,5.01180652809206,2.03541941515381,884.3565963118859,7.0295162486783695,877.327080063208,870.2031121101691,456.07204017067,176.75561592453602,279.316424246134,81.8618728560471,11.135774468121,4.04132267269513,7.09445179542585,70.72609838792609,47.41322681801721,23.3128715699089,332.269199083452,870.2031121101691,24.082645553540896,42.265645964907705,60.3778075980046,50.531291487495395,58.4191301926432,36.183000645536296,90.45454999807941,45.3955170974309,46.2774524799903,47.489968827809705,86.1003560546919,60.0590330957897,62.1298719000785,65.2243236434667,61.171194507726604,26.041322958902196,8.0000001040753,962.6163395136099,877.397918841477,617.963430225082,259.434488616395,962.6163395136099,877.397918841477,85.21842067213241,17.1062583886
34005700104,Census Tract 7001.04,"Census Tract 7001.04, Burlington County, New Jersey",0,34,5,700104,1999.1285916388101,1999.1285916388101,1216.77443867027,754.5194435872,5.964580581717,4.970483818097501,16.8996449815315,733.643411551191,493.071994755272,228.64225563248502,3.976387054478,1.988193527239,5.964580581717,733.643411551191,4.970483818097501,728.6729277330941,707.796895697083,348.92796403044406,127.244385743296,221.683578287148,145.138127488447,22.8642255632485,6.9586773453365005,15.905548217912,122.273901925199,69.586773453365,52.687128471833496,213.730804178192,707.7968956970841,13.917354690673001,44.734354362877504,63.622192871648,89.46870872575501,70.58087021698451,30.8169996722045,76.5454507987015,66.6044831625065,46.7225478901165,82.5100313804185,16.8996449815315,9.940967636194989,21.870128799629,37.775677017541,28.8288061449655,6.9586773453365005,0.0,777.3836691504491,740.602088896527,499.03657533698896,241.565513559538,777.3836691504491,740.602088896527,36.7815802539215,17.8937417452
34005700200,Census Tract 7002,"Census Tract 7002, Burlington County, New Jersey",0,34,5,700200,3068.00000704279,3068.00000704279,2977.0000068339,80.0000001836452,2.00000000459113,6.00000001377337,3.0000000068866894,1088.00000249757,1059.000002431,26.0000000596847,1.0000000022955602,2.00000000459113,0.0,1088.00000249757,2.00000000459113,1086.00000249298,1104.0000025343,704.0000016160781,292.000000670305,412.000000945773,117.000000268581,13.000000029842301,7.00000001606895,6.00000001377339,104.00000023873899,50.0000001147782,54.000000123960504,283.000000649645,1104.0000025343,25.0000000573891,17.0000000390246,106.00000024333,84.0000001928274,85.000000195123,65.0000001492117,53.0000001216649,14.0000000321379,118.000000270877,56.0000001285516,20.0000000459113,63.0000001446206,87.0000001997141,115.00000026398999,98.0000002249653,70.0000001606895,28.0000000642758,1130.00000259399,1088.00000249757,807.000001852516,281.000000645054,1130.00000259399,1088.00000249757,42.0000000964137,5.0000000115
34005700303,Census Tract 7003.03,"Census Tract 7003.03, Burlington County, New Jersey",0,34,5,700303,2309.9999893614004,2309.9999893614004,1665.9999923273099,622.9999971308021,1.9999999907890902,6.999999967761821,11.999999944734599,737.9999966011749,529.9999975591089,201.999999069698,0.999999995394546,2.9999999861836404,1.9999999907890902,737.9999966011749,0.999999995394546,736.99999660578,757.999996509066,591.999997273572,194.999999101937,396.99999817163496,62.9999997098564,11.999999944734599,6.999999967761821,4.999999976972731,50.99999976512179,8.999999958550921,41.9999998065709,102.999999525638,757.999996509066,9.999999953945462,35.9999998342037,32.99999984802,52.9999997559109,33.9999998434146,56.9999997374891,41.9999998065709,56.9999997374891,53.9999997513055,44.9999997927546,42.9999998019655,16.9999999217073,48.9999997743328,30.999999857230897,120.99999944273998,30.999999857230897,44.9999997927546,739.999996591964,713.9999967117059,640.999997047904,72.99999966380192,739.999996591964,713.9999967117059,25.999999880258198,11.9999999447
34005700304,Census Tract 7003.04,"Census Tract 7003.04, Burlington County, New Jersey",0,34,5,700304,2847.00000082859,2847.00000082859,2748.00000079977,64.0000000186265,3.0000000008731096,29.0000000084402,3.0000000008731096,869.000000252912,841.000000244763,20.0000000058208,2.00000000058208,5.00000000145519,1.00000000029104,869.000000252912,5.00000000145519,864.0000002514571,874.0000002543679,685.000000199362,381.000000110886,304.000000088476,109.000000031723,6.00000000174623,6.00000000174623,0.0,103.000000029977,43.0000000125146,60.0000000174623,80.00000002328309,874.000000254367,12.0000000034925,25.000000007276,55.0000000160071,38.0000000110595,45.0000000130967,33.0000000096043,81.00000002357409,31.000000009022198,37.000000010768396,52.000000015134,70.00000002037271,53.000000015424995,107.000000031141,95.0000000276486,103.000000029977,30.000000008731103,7.00000000203727,909.0000002645539,893.000000259897,847.000000246509,46.0000000133878,909.0000002645539,893.000000259897,16.0000000046566,13.0000000038
34005700305,Census Tract 7003.05,"Census Tract 7003.05, Burlington County, New Jersey",0,34,5,700305,5031.7036317545,5031.7036317545,4800.074716904221,133.359379905958,1.99999998302019,75.26953513959391,20.999999821712,1376.9877863285599,1310.82307058113,40.0898449191827,0.9999999915100941,17.0748709046541,7.99999993208075,1376.9877863285599,2.01497419281668,1374.97281213574,1373.19742529967,1144.69673418237,744.237695089877,400.45903909249705,130.003270961167,20.089845088980898,5.99999994906057,14.089845139920302,109.913425872186,50.643890596753906,59.269535275432396,98.49742015612829,1373.19742529967,11.5540456690812,26.239587136006303,33.6289165312858,46.374354854376605,41.209638589064795,48.40430325698979,75.40430302776241,50.7037874359398,110.43425115020901,74.5839935538102,119.093116313335,84.9433745040269,177.673837938129,143.404302450449,187.71876048261902,96.25783281636429,45.5690195902209,1393.74819882749,1376.58348266405,1323.4304689512,53.15301371285479,1393.74819882749,1376.58348266405,17.164716163433003,17.0748709047
34005700306,Census Tract 7003.06,"Census Tract 7003.06, Burlington County, New Jersey",0,34,5,700306,3178.00000229207,3178.00000229207,3076.0000022185,34.000000024521796,7.0000000050486095,60.00000004327371,1.00000000072123,886.0000006390089,859.000000619536,12.000000008654801,2.00000000144246,12.000000008654801,1.00000000072123,886.0000006390089,5.00000000360615,881.000000635403,900.000000649106,733.0000005286611,415.00000029931,318.00000022935103,100.00000007212299,18.000000012982103,0.0,18.000000012982103,82.0000000591408,27.000000019473198,55.0000000396676,67.0000000483224,900.000000649107,6.000000004327379,4.00000000288492,18.000000012982103,5.00000000360615,20.0000000144246,38.0000000274067,29.000000020915603,29.000000020915603,62.0000000447162,89.00000006418942,69.0000000497648,50.00000003606149,96.000000069238,91.00000006563191,104.00000007500799,120.000000086548,70.0000000504861,893.0000006440581,880.000000634682,861.000000620979,19.0000000137034,893.0000006440581,880.000000634682,13.000000009375999,17.0000000123
34005700307,Census Tract 7003.07,"Census Tract 7003.07, Burlington County, New Jersey",0,34,5,700307,2737.9999772420897,2737.9999772420897,2672.99997778237,29.999999750643802,0.0,33.9999997173963,0.9999999916881279,739.9999938492149,722.999993990516,10.9999999085694,0.0,5.99999995012877,0.0,739.9999938492149,5.99999995012877,733.999993899086,759.999993682978,682.999994322992,427.999996442519,254.999997880473,48.999999592718204,0.0,0.0,0.0,48.999999592718204,22.9999998088269,25.9999997838913,27.999999767267603,759.999993682977,14.999999875321901,16.9999998586982,3.9999999667525095,5.99999995012877,19.9999998337626,10.9999999085694,20.9999998254507,12.999999891945698,28.9999997589557,19.9999998337626,36.999999692460705,51.99999956778271,96.9999991937484,132.999998894521,129.999998919457,134.99999887789699,19.9999998337626,745.999993799343,745.999993799343,736.9999938741499,8.99999992519315,745.999993799343,745.999993799343,0.0,24.999999792199997
34005700401,Census Tract 7004.01,"Census Tract 7004.01, Burlington County, New Jersey",0,34,5,700401,2176.00001100358,2176.00001100358,2173.00001098841,1.00000000505679,1.00000000505679,0.0,1.00000000505679,750.0000037925929,748.000003782479,1.00000000505679,1.00000000505679,0.0,0.0,750.0000037925929,2.00000001011358,748.000003782479,740.000003742025,520.000002629531,223.000001127664,297.00000150186696,49.00000024778271,0.0,0.0,0.0,49.00000024778271,7.000000035397531,42.0000002123852,171.000000864711,740.000003742025,8.00000004045432,69.0000003489185,64.00000032363461,52.0000002629531,46.0000002326124,43.000000217442,65.0000003286914,61.0000003084642,41.0000002073284,41.0000002073284,60.000000303407404,46.0000002326124,38.000000192158,49.00000024778271,51.000000257896296,6.000000030340741,0.0,760.000003843161,742.0000037521389,674.0000034082769,68.0000003438618,760.000003843161,742.0000037521389,18.000000091022198,11.0000000556
