Geo_FIPS,Geo_NAME,Geo_QName,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CT,SE_T001_001,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T011_006,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T015_006,SE_T015_007,SE_T015_008,SE_T015_009,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T052_001,SE_T053_001,SE_T053_002,SE_T053_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T012_008
34005700102,Census Tract 7001.02,"Census Tract 7001.02, Burlington County, New Jersey",0,34,5,700102,2895.99997957677,2895.99997957677,2845.99997992938,30.999999781381103,3.99999997179111,6.99999995063445,7.99999994358222,1100.9999922355,810.999994280648,684.999995169228,125.99999911142,26.99999980959,98.99999930183,289.999997954855,128.999999090263,160.999998864592,1100.9999922355,1075.99999241181,20.9999998519033,0.0,1.9999999858955602,1.9999999858955602,1135.9999919886802,1100.9999922355,898.999993660052,201.999998575451,1135.9999919886802,1100.9999922355,34.9999997531722,36.9999997391
34005700103,Census Tract 7001.03,"Census Tract 7001.03, Burlington County, New Jersey",0,34,5,700103,2266.0000294793304,2266.0000294793304,2058.00002677337,147.000001912384,10.000000130094099,23.0000002992165,28.000000364263503,1014.0000131915401,604.000007857685,475.000006179471,129.000001678214,30.0000003902824,99.00000128793181,410.000005333859,183.000002380722,227.00000295313598,1014.0000131915401,930.000012098753,66.0000008586212,3.0000000390282406,9.00000011708471,6.00000007805647,1129.00001468763,997.0000129703841,683.000008885429,314.000004084955,1129.00001468763,997.0000129703841,132.000001717242,70.0000009107
34005700104,Census Tract 7001.04,"Census Tract 7001.04, Burlington County, New Jersey",0,34,5,700104,1894.00001455238,1894.00001455238,1165.00000895117,709.000005447539,7.0000000537838805,8.00000006146729,5.00000003841706,708.000005439855,491.00000377255503,331.000002543209,160.000001229346,30.0000002305023,130.000000998843,217.00000166729998,99.00000076065771,118.00000090664301,708.000005439855,468.000003595836,231.00000177486802,3.00000002305023,2.0000000153668203,4.0000000307336405,770.000005916227,725.000005570473,466.00000358047004,259.000001990004,770.000005916227,725.000005570473,45.0000003457535,23.000000176700002
34005700200,Census Tract 7002,"Census Tract 7002, Burlington County, New Jersey",0,34,5,700200,2775.00000637019,2775.00000637019,2706.0000062117997,49.0000001124827,1.0000000022955602,12.000000027546802,7.00000001606895,1054.0000024195301,747.000001714787,634.0000014553881,113.00000025939899,33.000000075753604,80.0000001836452,307.000000704738,114.000000261694,193.000000443044,1054.0000024195301,1027.0000023575399,21.0000000482069,0.0,4.00000000918226,2.00000000459113,1084.00000248839,1054.0000024195301,804.000001845634,250.000000573891,1084.00000248839,1054.0000024195301,30.000000068866896,13.0000000298
34005700303,Census Tract 7003.03,"Census Tract 7003.03, Burlington County, New Jersey",0,34,5,700303,2219.99998977589,2219.99998977589,1660.9999923503399,530.999997554504,2.9999999861836404,21.99999989868,2.9999999861836404,754.9999965228819,604.9999972137,497.999997706484,106.99999950721599,21.99999989868,84.9999996085364,149.999999309182,61.9999997144619,87.9999995947201,754.9999965228819,561.999997411735,188.999999129569,0.0,3.9999999815781804,0.0,832.9999961636571,798.999996320242,730.9999966334129,67.9999996868291,832.9999961636571,798.999996320242,33.9999998434146,18.9999999125
34005700304,Census Tract 7003.04,"Census Tract 7003.04, Burlington County, New Jersey",0,34,5,700304,2518.0000007328304,2518.0000007328304,2441.00000071042,33.0000000096043,5.00000000145519,26.000000007567,13.0000000037835,864.0000002514571,730.0000002124581,625.000000181899,105.00000003055901,29.000000008440104,76.0000000221189,134.000000038999,61.000000017753294,73.0000000212458,864.0000002514571,841.000000244763,14.000000004074499,1.00000000029104,6.00000000174623,2.00000000058208,838.0000002438901,820.000000238651,781.000000227301,39.0000000113505,838.0000002438901,820.000000238651,18.0000000052387,31.000000009
34005700305,Census Tract 7003.05,"Census Tract 7003.05, Burlington County, New Jersey",0,34,5,700305,4717.8019097592,4717.8019097592,4458.39433622872,137.479173550371,3.99999996604038,88.9284002602708,28.9999997537927,1496.82634106686,1324.8946694464,1163.68175981127,161.21290963513098,42.2994838393538,118.913425795777,171.931671620463,81.8535292707177,90.07814234974579,1496.82634106686,1424.4370122234302,41.1647159596753,0.9999999915100941,23.2246129516795,6.999999940570659,1545.88623749004,1496.5867537101199,1432.31394641228,64.2728072978377,1545.88623749004,1496.5867537101199,49.2994837799245,79.11979300770001
34005700306,Census Tract 7003.06,"Census Tract 7003.06, Burlington County, New Jersey",0,34,5,700306,2778.00000200357,2778.00000200357,2684.00000193578,29.000000020915603,6.000000004327379,59.0000000425525,0.0,903.0000006512699,818.000000589966,728.0000005250549,90.00000006491061,16.0000000115397,74.000000053371,85.0000000613045,22.0000000158671,63.000000045437496,903.0000006512699,876.000000631797,10.0000000072123,1.00000000072123,16.0000000115397,0.0,874.000000630354,874.000000630354,858.000000618815,16.0000000115397,874.000000630354,874.000000630354,0.0,31.0000000224
34005700307,Census Tract 7003.07,"Census Tract 7003.07, Burlington County, New Jersey",0,34,5,700307,2379.99998021774,2379.99998021774,2252.99998127335,41.9999996509014,0.9999999916881279,64.9999994597283,18.9999998420744,758.9999936912891,692.9999942398731,616.999994871575,75.99999936829771,15.99999986701,59.9999995012877,65.9999994514165,23.999999800515102,41.9999996509014,758.9999936912891,726.999993957269,11.9999999002575,0.9999999916881279,14.999999875321901,3.9999999667525095,796.999993375438,787.999993450245,770.999993591547,16.9999998586982,796.999993375438,787.999993450245,8.99999992519315,43.9999996343
34005700401,Census Tract 7004.01,"Census Tract 7004.01, Burlington County, New Jersey",0,34,5,700401,2046.0000103461898,2046.0000103461898,2024.00001023494,7.000000035397531,4.00000002022716,3.0000000151703703,8.00000004045432,753.000003807763,564.00000285203,447.000002260385,117.000000591644,28.0000001415901,89.0000004500544,189.000000955733,86.000000434884,103.000000520849,753.000003807763,747.000003777423,1.00000000505679,1.00000000505679,1.00000000505679,3.0000000151703703,746.000003772366,723.00000365606,651.000003291971,72.0000003640889,746.000003772366,723.00000365606,23.0000001163062,14.000000070799999
34005700402,Census Tract 7004.02,"Census Tract 7004.02, Burlington County, New Jersey",0,34,5,700402,3513.99998875021,3513.99998875021,3454.99998893909,25.999999916763002,4.99999998399289,19.9999999359716,7.99999997438863,1288.99999587337,980.999996859406,815.9999973876401,164.999999471765,37.999999878346,126.999999593419,307.999999013962,117.999999622232,189.99999939173,1288.99999587337,1278.99999590538,0.9999999967985791,2.9999999903957404,3.9999999871943097,1.99999999359716,1342.9999957004902,1318.99999577733,1233.9999960494501,84.9999997278792,1342.9999957004902,1318.99999577733,23.9999999231659,48.99999984310001
34005700403,Census Tract 7004.03,"Census Tract 7004.03, Burlington County, New Jersey",0,34,5,700403,4456.00000724624,4456.00000724624,4363.00000709501,34.00000005529,6.00000000975706,41.0000000666732,12.0000000195141,1620.00000263441,1166.00000189612,915.000001487952,251.00000040817002,66.0000001073277,185.000000300843,454.000000738284,179.000000291086,275.000000447198,1620.00000263441,1602.00000260513,2.00000000325235,4.00000000650471,8.00000001300941,4.00000000650471,1644.0000026734301,1620.00000263441,1300.0000021140302,320.00000052037603,1644.0000026734301,1620.00000263441,24.0000000390282,48.0000000781
34005700405,Census Tract 7004.05,"Census Tract 7004.05, Burlington County, New Jersey",0,34,5,700405,1803.00000968149,1803.00000968149,1783.0000095741,9.00000004832691,1.00000000536966,7.0000000375876,3.00000001610897,675.000003624518,511.00000274389504,429.000002303583,82.00000044031191,28.0000001503504,54.0000002899615,164.00000088062401,78.0000004188332,86.0000004617905,675.000003624518,664.000003565452,5.00000002684828,1.00000000536966,4.0000000214786295,1.00000000536966,675.000003624518,653.0000035063861,549.000002947942,104.000000558444,675.000003624518,653.0000035063861,22.0000001181324,24.0000001289
34005700407,Census Tract 7004.07,"Census Tract 7004.07, Burlington County, New Jersey",0,34,5,700407,5096.9015322735295,5096.9015322735295,4088.82928657766,690.2054158287069,13.790317998575599,237.882985475429,66.1935263931628,2853.2167939052897,1210.78992027494,875.685192909549,335.104727365386,96.53222599002899,238.572501375357,1642.42687363035,833.624723013894,808.8021506164571,2853.2167939052897,2375.38227525464,353.032140763535,8.96370669907412,91.7056146905276,24.1330564975073,3216.5916731677503,2868.38614370372,333.0361796656,2535.3499640381197,3216.5916731677503,2868.38614370372,348.20552946403296,204.0967063789
34005700408,Census Tract 7004.08,"Census Tract 7004.08, Burlington County, New Jersey",0,34,5,700408,2295.18091940077,2295.18091940077,1841.2493382095397,310.796810149031,6.209760092331179,107.118420147428,29.8065908024437,1284.80643651289,545.230067977428,394.332179462609,150.897888514818,43.468554865178206,107.42933364964,739.5763685354649,375.37699567636497,364.199372859101,1284.80643651289,1069.6400957389599,158.968328133793,4.03633234907227,41.294736757152705,10.866943533911199,1448.43362665676,1291.63868722975,149.98751590931002,1141.65117132044,1448.43362665676,1291.63868722975,156.794939427011,91.90391847040001
34005700501,Census Tract 7005.01,"Census Tract 7005.01, Burlington County, New Jersey",0,34,5,700501,5218.99999181558,5218.99999181558,5034.99999210413,92.99999985415769,1.9999999968636102,82.99999986983971,5.99999999059082,2121.99999667229,1506.99999763673,1306.9999979503698,199.999999686361,40.999999935704004,158.999999750657,614.999999035559,197.999999689497,416.999999346062,2121.99999667229,2054.99999677736,40.999999935704004,1.9999999968636102,21.9999999654997,1.9999999968636102,2205.9999965405605,2121.99999667229,1584.99999751441,536.9999991578791,2205.9999965405605,2121.99999667229,83.9999998682715,61.9999999028
